distributionId,mintNum,tokenId,profit,recipient1,valueIncrease1,divident1,recipient2,valueIncrease2,divident2,recipient3,valueIncrease3,divident3,totalValueIncrease
286,3,286,0.1817,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,23,0.06633492063,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,36,0.1038285714,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,4,0.01153650794,63
287,3,287,0.148,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,29,0.07927170506,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,18,0.04920312728,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.01952516766,54.1429
288,3,288,0.1286,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,31,0.07629856459,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,16,0.03937990431,0x8d63258F4ee291252bd35e450c91E25B62c0475f,5.25,0.0129215311,52.25
289,3,289,0.0975,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,38,0.05951807229,0x5E984ba4Deecb7B63c487f516895734432abb307,22,0.03445783133,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.003524096386,62.25
290,3,290,0.2526,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,37,0.1320084746,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,27,0.09633050847,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6.8,0.02426101695,70.8
291,3,291,0.1914,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,32,0.0702845556,0x5E984ba4Deecb7B63c487f516895734432abb307,49,0.1076232258,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,6.1429,0.01349221864,87.1429
292,3,292,0.1834,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,32,0.1197714286,0x5E984ba4Deecb7B63c487f516895734432abb307,11,0.04117142857,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6,0.02245714286,49
293,3,293,0.0722,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,35,0.03632239685,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,34,0.03528461408,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0005929890731,69.5714
294,3,294,0.0847,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,35,0.05372242297,0x5E984ba4Deecb7B63c487f516895734432abb307,19,0.02916360104,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.001813975985,55.1818
295,3,295,0.2308,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,37,0.09579674882,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,45,0.1165095594,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.01849369181,89.1429
296,3,296,0.1176,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,27,0.05173441955,0x5E984ba4Deecb7B63c487f516895734432abb307,30,0.05748268839,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.008382892057,61.375
297,3,297,0.0787,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,18,0.02426723769,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,37,0.04988265525,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,3.375,0.004550107066,58.375
298,3,298,0.0901,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,24,0.05406,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,14,0.031535,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.004505,40
299,3,299,0.0679,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,15,0.03270408343,0x5E984ba4Deecb7B63c487f516895734432abb307,10,0.02180272229,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,6.1429,0.01339319428,31.1429
300,3,300,0.0644,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,21,0.02847157895,0x5E984ba4Deecb7B63c487f516895734432abb307,24,0.03253894737,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.003389473684,47.5
301,3,301,0.1297,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,41,0.09712694064,0x5E984ba4Deecb7B63c487f516895734432abb307,12,0.02842739726,0x8d63258F4ee291252bd35e450c91E25B62c0475f,1.75,0.0041456621,54.75
302,3,302,0.0611,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,13,0.01460781609,0x5E984ba4Deecb7B63c487f516895734432abb307,37,0.04157609195,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.004916091954,54.375
303,3,303,0.1402,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,29,0.04935720789,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,50,0.08509863429,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,3.375,0.005744157815,82.375
304,3,304,0.1364,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,43,0.06748070279,0x5E984ba4Deecb7B63c487f516895734432abb307,41,0.06434206545,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.004577231763,86.9167
305,3,305,0.1143,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,40,0.05774054139,0x5E984ba4Deecb7B63c487f516895734432abb307,38,0.05485351432,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.001705944295,79.1818
306,3,306,0.0727,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,33,0.03006390977,0x5E984ba4Deecb7B63c487f516895734432abb307,46,0.04190726817,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.0007288220551,79.8
307,3,307,0.1335,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,45,0.0933808774,0x5E984ba4Deecb7B63c487f516895734432abb307,18,0.03735235096,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,1.3333,0.002766771641,64.3333
308,3,308,0.034,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,10,0.007640449438,0x5E984ba4Deecb7B63c487f516895734432abb307,32,0.0244494382,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.00191011236,44.5
309,3,309,0.1289,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,45,0.06890444253,0x5E984ba4Deecb7B63c487f516895734432abb307,38,0.05818597369,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.001809583782,84.1818
310,3,310,0.1015,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,36,0.05113743711,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,34,0.04829646838,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.002066094508,71.4545
311,3,311,0.0706,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,15,0.01878492239,0x5E984ba4Deecb7B63c487f516895734432abb307,37,0.04633614191,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.005478935698,56.375
312,3,312,0.149,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,41,0.06981714286,0x5E984ba4Deecb7B63c487f516895734432abb307,44,0.07492571429,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.004257142857,87.5
313,3,313,0.236,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,47,0.1202384824,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,40,0.1023306233,0x8d63258F4ee291252bd35e450c91E25B62c0475f,5.25,0.01343089431,92.25
314,3,314,0.1168,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,25,0.04333951763,0x5E984ba4Deecb7B63c487f516895734432abb307,38,0.06587606679,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.007584415584,67.375
315,3,315,0.0728,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,39,0.04314893617,0x5E984ba4Deecb7B63c487f516895734432abb307,26,0.02876595745,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.000885106383,65.8
316,3,316,0.2673,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,41,0.159408,0x5E984ba4Deecb7B63c487f516895734432abb307,27,0.104976,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.002916,68.75
317,3,317,0.1979,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,47,0.144686921,0x5E984ba4Deecb7B63c487f516895734432abb307,13,0.04001978667,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,4.2857,0.01319329229,64.2857
318,3,318,0.0947,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,26,0.05950936556,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,12,0.02746586103,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,3.375,0.007724773414,41.375
319,3,319,0.0418,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,16,0.01915415833,0x5E984ba4Deecb7B63c487f516895734432abb307,16,0.01915415833,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.003491683349,34.9167
320,3,320,0.2005,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,45,0.100951049,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,41,0.09197762238,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,3.375,0.007571328671,89.375
321,3,321,0.0902,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,28,0.03326804247,0x5E984ba4Deecb7B63c487f516895734432abb307,45,0.05346649683,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.003465460696,75.9167
322,3,322,0.1243,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,29,0.07313886178,0x5E984ba4Deecb7B63c487f516895734432abb307,16,0.04035247546,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,4.2857,0.01080866276,49.2857
323,3,323,0.0848,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,21,0.0275027027,0x5E984ba4Deecb7B63c487f516895734432abb307,42,0.05500540541,0x8d63258F4ee291252bd35e450c91E25B62c0475f,1.75,0.002291891892,64.75
324,3,324,0.1227,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,29,0.05833278689,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,30,0.0603442623,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.00402295082,61
325,3,325,0.1264,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,47,0.07791213115,0x5E984ba4Deecb7B63c487f516895734432abb307,27,0.04475803279,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.003729836066,76.25
326,3,326,0.085,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,17,0.02227360308,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,43,0.05633911368,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.006387283237,64.875
327,3,327,0.3032,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,48,0.1411013264,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,48,0.1411013264,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.02099734718,103.1429
328,3,328,0.0551,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,15,0.01644776119,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,34,0.03728159204,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,1.25,0.001370646766,50.25
329,3,329,0.323,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,22,0.08294938407,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,47,0.1772100478,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,16.6667,0.06284056816,85.6667
330,3,330,0.0863,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,17,0.03400559536,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,19,0.03800625364,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.01428815101,43.1429
331,3,331,0.206,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,46,0.1273166498,0x5E984ba4Deecb7B63c487f516895734432abb307,25,0.0691938314,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,3.4286,0.009489518814,74.4286
332,3,332,0.2457,0x87a36616BD555d4A7c6132DFa8Cf474655503304,41,0.1685974895,0x5E984ba4Deecb7B63c487f516895734432abb307,18,0.07401841004,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.003084100418,59.75
333,3,333,0.1823,0x87a36616BD555d4A7c6132DFa8Cf474655503304,42,0.1015800995,0x5E984ba4Deecb7B63c487f516895734432abb307,29,0.07013864013,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.01058126036,75.375
334,3,334,0.0727,0x87a36616BD555d4A7c6132DFa8Cf474655503304,24,0.02773190584,0x5E984ba4Deecb7B63c487f516895734432abb307,36,0.04159785876,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.003370235406,62.9167
335,3,335,0.2091,0x87a36616BD555d4A7c6132DFa8Cf474655503304,44,0.1029415385,0x5E984ba4Deecb7B63c487f516895734432abb307,41,0.0959227972,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.01023566434,89.375
336,3,336,0.1273,0x87a36616BD555d4A7c6132DFa8Cf474655503304,38,0.07770923695,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,23,0.04703453815,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,1.25,0.0025562249,62.25
337,3,337,0.0962,0x87a36616BD555d4A7c6132DFa8Cf474655503304,37,0.05633584355,0x5E984ba4Deecb7B63c487f516895734432abb307,25,0.03806475916,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.001799397295,63.1818
338,3,338,0.034,0x87a36616BD555d4A7c6132DFa8Cf474655503304,18,0.01508451767,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,22,0.0184366327,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.000478849633,40.5714
339,3,339,0.3975,0x87a36616BD555d4A7c6132DFa8Cf474655503304,34,0.1939951225,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,19,0.108409039,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,16.6667,0.09509583847,69.6667
340,3,340,0.0447,0x87a36616BD555d4A7c6132DFa8Cf474655503304,12,0.01849655172,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,15,0.02312068966,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.003082758621,29
341,3,341,0.0478,0x87a36616BD555d4A7c6132DFa8Cf474655503304,14,0.01683522013,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,25,0.03006289308,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.0009018867925,39.75
342,3,342,0.1846,0x87a36616BD555d4A7c6132DFa8Cf474655503304,33,0.06990586726,0x5E984ba4Deecb7B63c487f516895734432abb307,50,0.1059179807,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,4.1429,0.008776152045,87.1429
343,3,343,0.1351,0x87a36616BD555d4A7c6132DFa8Cf474655503304,49,0.08228128942,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,30,0.05037629965,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.002442410928,80.4545
344,3,344,0.1353,0x87a36616BD555d4A7c6132DFa8Cf474655503304,21,0.05950366492,0x5E984ba4Deecb7B63c487f516895734432abb307,26,0.07367120419,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.00212513089,47.75
345,3,345,0.1416,0x87a36616BD555d4A7c6132DFa8Cf474655503304,34,0.08177324841,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,20,0.04810191083,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.01172484076,58.875
346,3,346,0.054,0x87a36616BD555d4A7c6132DFa8Cf474655503304,12,0.01527271699,0x5E984ba4Deecb7B63c487f516895734432abb307,27,0.03436361322,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,3.4286,0.004363669789,42.4286
347,3,347,0.0908,0x87a36616BD555d4A7c6132DFa8Cf474655503304,20,0.03058526316,0x5E984ba4Deecb7B63c487f516895734432abb307,35,0.05352421053,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.006690526316,59.375
348,3,348,0.0297,0x87a36616BD555d4A7c6132DFa8Cf474655503304,12,0.01252525963,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,15,0.01565657453,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.001518165844,28.4545
349,3,349,0.1109,0x87a36616BD555d4A7c6132DFa8Cf474655503304,39,0.06186075716,0x5E984ba4Deecb7B63c487f516895734432abb307,28,0.04441285129,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.004626391549,69.9167
350,3,350,0.1565,0x87a36616BD555d4A7c6132DFa8Cf474655503304,39,0.1085066667,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,12,0.03338666667,0x8d63258F4ee291252bd35e450c91E25B62c0475f,5.25,0.01460666667,56.25
351,3,351,0.1803,0x87a36616BD555d4A7c6132DFa8Cf474655503304,46,0.129844227,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,13,0.03669510763,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.01376066536,63.875
352,3,352,0.1016,0x87a36616BD555d4A7c6132DFa8Cf474655503304,22,0.03386666667,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,42,0.06465454545,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.003078787879,66
353,3,353,0.0709,0x87a36616BD555d4A7c6132DFa8Cf474655503304,16,0.02682703609,0x5E984ba4Deecb7B63c487f516895734432abb307,22,0.03688717462,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,4.2857,0.007185789286,42.2857
354,3,354,0.1331,0x87a36616BD555d4A7c6132DFa8Cf474655503304,34,0.07255150301,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,25,0.05334669339,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,3.375,0.007201803607,62.375
355,3,355,0.1068,0x87a36616BD555d4A7c6132DFa8Cf474655503304,31,0.04577144966,0x5E984ba4Deecb7B63c487f516895734432abb307,40,0.05905993505,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,1.3333,0.001968615285,72.3333
356,3,356,0.1377,0x87a36616BD555d4A7c6132DFa8Cf474655503304,36,0.08852142857,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,18,0.04426071429,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.004917857143,56
357,3,357,0.0472,0x87a36616BD555d4A7c6132DFa8Cf474655503304,14,0.01601939394,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,26,0.02975030303,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,1.25,0.00143030303,41.25
358,3,358,0.1199,0x87a36616BD555d4A7c6132DFa8Cf474655503304,38,0.0570118636,0x5E984ba4Deecb7B63c487f516895734432abb307,39,0.0585121758,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.004375960594,79.9167
359,3,359,0.1847,0x87a36616BD555d4A7c6132DFa8Cf474655503304,30,0.08208888889,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,31,0.08482518519,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,6.5,0.01778592593,67.5
360,3,360,0.0645,0x87a36616BD555d4A7c6132DFa8Cf474655503304,23,0.03973664262,0x5E984ba4Deecb7B63c487f516895734432abb307,13,0.02245984148,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,1.3333,0.002303515896,37.3333
361,3,361,0.1124,0x87a36616BD555d4A7c6132DFa8Cf474655503304,44,0.08254126145,0x5E984ba4Deecb7B63c487f516895734432abb307,13,0.02438719088,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.005471547665,59.9167
362,3,362,0.1063,0x87a36616BD555d4A7c6132DFa8Cf474655503304,25,0.05759282577,0x5E984ba4Deecb7B63c487f516895734432abb307,17,0.03916312152,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,4.1429,0.009544052715,46.1429
363,3,363,0.0998,0x87a36616BD555d4A7c6132DFa8Cf474655503304,14,0.0280562249,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,29,0.05811646586,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6.8,0.01362730924,49.8
364,3,364,0.0602,0x87a36616BD555d4A7c6132DFa8Cf474655503304,13,0.01761477967,0x5E984ba4Deecb7B63c487f516895734432abb307,28,0.03793952544,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,3.4286,0.00464569489,44.4286
365,3,365,0.0741,0x87a36616BD555d4A7c6132DFa8Cf474655503304,26,0.03046007905,0x5E984ba4Deecb7B63c487f516895734432abb307,35,0.04100395257,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.002635968379,63.25
366,3,366,0.098,0x87a36616BD555d4A7c6132DFa8Cf474655503304,25,0.03414634146,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,46,0.06282926829,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.001024390244,71.75
367,3,367,0.1524,0x87a36616BD555d4A7c6132DFa8Cf474655503304,49,0.1180648221,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,13,0.03132332016,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,1.25,0.003011857708,63.25
368,3,368,0.1282,0x87a36616BD555d4A7c6132DFa8Cf474655503304,34,0.06433653137,0x5E984ba4Deecb7B63c487f516895734432abb307,32,0.06055202952,0x8d63258F4ee291252bd35e450c91E25B62c0475f,1.75,0.003311439114,67.75
369,3,369,0.1176,0x87a36616BD555d4A7c6132DFa8Cf474655503304,49,0.08706925469,0x5E984ba4Deecb7B63c487f516895734432abb307,16,0.02843077704,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.002099968269,66.1818
370,3,370,0.1029,0x87a36616BD555d4A7c6132DFa8Cf474655503304,36,0.05057201365,0x5E984ba4Deecb7B63c487f516895734432abb307,35,0.04916723549,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.003160750853,73.25
371,3,371,0.1076,0x87a36616BD555d4A7c6132DFa8Cf474655503304,16,0.02477122302,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,47,0.07276546763,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,6.5,0.01006330935,69.5
372,3,372,0.0696,0x87a36616BD555d4A7c6132DFa8Cf474655503304,32,0.03027263312,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,41,0.03878681118,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0005405557051,73.5714
373,3,373,0.154,0x87a36616BD555d4A7c6132DFa8Cf474655503304,35,0.07551663748,0x5E984ba4Deecb7B63c487f516895734432abb307,32,0.06904378284,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.009439579685,71.375
374,3,374,0.0618,0x87a36616BD555d4A7c6132DFa8Cf474655503304,29,0.02428455285,0x5E984ba4Deecb7B63c487f516895734432abb307,44,0.03684552846,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.0006699186992,73.8
375,3,375,0.0575,0x87a36616BD555d4A7c6132DFa8Cf474655503304,32,0.03711817701,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,17,0.01971903154,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0006627914483,49.5714
376,3,376,0.2331,0x87a36616BD555d4A7c6132DFa8Cf474655503304,28,0.08367692308,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,46,0.1374692308,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,4,0.01195384615,78
377,3,377,0.1574,0x87a36616BD555d4A7c6132DFa8Cf474655503304,32,0.07284623584,0x5E984ba4Deecb7B63c487f516895734432abb307,33,0.07512268071,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,4.1429,0.009431083452,69.1429
378,3,378,0.0451,0x87a36616BD555d4A7c6132DFa8Cf474655503304,22,0.01659197324,0x5E984ba4Deecb7B63c487f516895734432abb307,37,0.02790468227,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.0006033444816,59.8
379,3,379,0.0804,0x87a36616BD555d4A7c6132DFa8Cf474655503304,24,0.02541733242,0x5E984ba4Deecb7B63c487f516895734432abb307,49,0.05189372035,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.003088947228,75.9167
380,3,380,0.1391,0x87a36616BD555d4A7c6132DFa8Cf474655503304,45,0.06627000302,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,48,0.07068800322,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.002141993764,94.4545
381,3,381,0.1857,0x87a36616BD555d4A7c6132DFa8Cf474655503304,36,0.07750956522,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,45,0.09688695652,0x8d63258F4ee291252bd35e450c91E25B62c0475f,5.25,0.01130347826,86.25
382,3,382,0.0671,0x87a36616BD555d4A7c6132DFa8Cf474655503304,12,0.01272325344,0x5E984ba4Deecb7B63c487f516895734432abb307,47,0.04983274263,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,4.2857,0.004544003938,63.2857
383,3,383,0.0913,0x87a36616BD555d4A7c6132DFa8Cf474655503304,25,0.03918454936,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,32,0.05015622318,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,1.25,0.001959227468,58.25
384,3,384,0.0872,0x87a36616BD555d4A7c6132DFa8Cf474655503304,30,0.05284848485,0x5E984ba4Deecb7B63c487f516895734432abb307,17,0.02994747475,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.004404040404,49.5
385,3,385,0.0612,0x87a36616BD555d4A7c6132DFa8Cf474655503304,33,0.03769922011,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,20,0.02284801219,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0006527677081,53.5714
386,3,386,0.0349,0x87a36616BD555d4A7c6132DFa8Cf474655503304,12,0.008345655198,0x5E984ba4Deecb7B63c487f516895734432abb307,37,0.02573243686,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.0008219079427,50.1818
387,3,387,0.0909,0x87a36616BD555d4A7c6132DFa8Cf474655503304,19,0.02489513514,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,47,0.0615827027,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,3.375,0.004422162162,69.375
388,3,388,0.0394,0x87a36616BD555d4A7c6132DFa8Cf474655503304,20,0.01551181102,0x5E984ba4Deecb7B63c487f516895734432abb307,30,0.02326771654,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.0006204724409,50.8
389,3,389,0.1543,0x87a36616BD555d4A7c6132DFa8Cf474655503304,21,0.04909545455,0x5E984ba4Deecb7B63c487f516895734432abb307,39,0.09117727273,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6,0.01402727273,66
