tokenId,originalWoodId,chimeraId,producerId,ownerId,imageUrl,salesPrice,productionLocation,productionDate,productionMethod,processingStatus,salesStatus,treeSpecies,divisionCount,parentId
475,4,3-7,20,24,,241.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,62
476,12,3-9,20,24,,330.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,137
477,19,3-14,20,24,,358.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,196
478,16,3-16,20,24,,"1,020.00",神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,166
479,27,3-18,20,24,,625.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,256
480,10,3-19,20,24,,343.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,114
481,22,3-20,20,24,,273.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,224
482,8,3-21,20,24,,651.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,95
483,12,3-23,20,24,,321.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,138
484,23,3-24,20,24,,551.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,237
485,10,3-26,20,24,,319.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,115
486,22,3-28,20,24,,200.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,225
487,7,3-35,20,24,,525.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,87
488,6,3-39,20,24,,643.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,79
489,10,3-40,20,24,,305.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,116
490,13,3-49,20,24,,594.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,144
491,4,3-51,20,24,,208.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,63
492,22,3-54,20,24,,262.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,231
493,15,3-55,20,24,,870.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,160
494,15,3-57,20,24,,875.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,161
495,,0,21,25,,"100,000.00",神奈川県藤沢市遠藤,2024/02/25,集成材生産,未加工,取引済み,,,"332,411,262,412,263,264,413,333,334,414,265,266,415,267,335,268,336,269,416,270,417,337,418,419,420,271,272,273,338,421,422,274,423,339,340,275,341,424,425,342,343,276,277,426,278,427,344,345,279,346,428,280,429347,348,281,430,349,350,431,282,351,352,353,354"
496,,1,22,26,,"72,000.00",神奈川県藤沢市遠藤,2024/02/23,集成材生産,未加工,取引済み,,,"432,283,433,355,284,356,357,434,285,358,286,435,287,288,289,359,290,436,360,437,438,291,292,439,440,293,441,294,295,296,442,443,297,298,299,361,444,445,300,446,362,447,363,301,448,449,450,364,451,452,365,302"
497,,2,23,27,,"65,000.00",神奈川県藤沢市遠藤,2024/02/27,集成材生産,未加工,取引済み,,,"366,453,454,455,456,303,367,304,368,305,457,306,369,370,458,459,307,371,460,308,309,372,373,310,461,462,463,464,465,311,374,375,376,466,467,312,377,378,313,379,314,315,468,380,381,316,382,469,383,317,318,319,320,384,470,321,471,385"
498,,3,24,28,,"80,000.00",神奈川県藤沢市遠藤,2024/02/26,集成材生産,未加工,取引済み,,,"386,387,472,388,473,474,389,475,390,476,391,322,323,392,477,393,478,394,479,480,481,482,395,483,484,396,485,324,486,397,398,399,325,400,326,487,327,401,402,488,489,403,404,328,329,405,406,407,330,490,408,491,409,331,492,493,410,494"
